character,work_id,title_ja,title_en,legacy_row_id,verification_status,legacy_source
クリント・バートン／ホークアイ,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,Captain America: Civil War,charlink-000035,legacy_seed,index.html:CHAR_LINKS
クリント・バートン／ホークアイ,avengers-endgame-2019,アベンジャーズ／エンドゲーム,Avengers: Endgame,charlink-000036,legacy_seed,index.html:CHAR_LINKS
クリント・バートン／ホークアイ,hawkeye-2021,ホークアイ,Hawkeye,charlink-000037,legacy_seed,index.html:CHAR_LINKS
ブルース・バナー／ハルク,the-incredible-hulk-2008,インクレディブル・ハルク,The Incredible Hulk,charlink-000038,legacy_seed,index.html:CHAR_LINKS
ブルース・バナー／ハルク,the-avengers-2012,アベンジャーズ,The Avengers,charlink-000039,legacy_seed,index.html:CHAR_LINKS
ブルース・バナー／ハルク,avengers-age-of-ultron-2015,アベンジャーズ／エイジ・オブ・ウルトロン,Avengers: Age of Ultron,charlink-000040,legacy_seed,index.html:CHAR_LINKS
ブルース・バナー／ハルク,thor-ragnarok-2017,マイティ・ソー バトルロイヤル,Thor: Ragnarok,charlink-000041,legacy_seed,index.html:CHAR_LINKS
ブルース・バナー／ハルク,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,Avengers: Infinity War,charlink-000042,legacy_seed,index.html:CHAR_LINKS
ブルース・バナー／ハルク,avengers-endgame-2019,アベンジャーズ／エンドゲーム,Avengers: Endgame,charlink-000043,legacy_seed,index.html:CHAR_LINKS
ブルース・バナー／ハルク,she-hulk-attorney-at-law-2022,シー・ハルク：ザ・アトーニー,She-Hulk: Attorney at Law,charlink-000044,legacy_seed,index.html:CHAR_LINKS
ワンダ・マキシモフ,avengers-age-of-ultron-2015,アベンジャーズ／エイジ・オブ・ウルトロン,Avengers: Age of Ultron,charlink-000045,legacy_seed,index.html:CHAR_LINKS
ワンダ・マキシモフ,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,Captain America: Civil War,charlink-000046,legacy_seed,index.html:CHAR_LINKS
ワンダ・マキシモフ,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,Avengers: Infinity War,charlink-000047,legacy_seed,index.html:CHAR_LINKS
ワンダ・マキシモフ,avengers-endgame-2019,アベンジャーズ／エンドゲーム,Avengers: Endgame,charlink-000048,legacy_seed,index.html:CHAR_LINKS
ワンダ・マキシモフ,wandavision-2021,ワンダヴィジョン,WandaVision,charlink-000049,legacy_seed,index.html:CHAR_LINKS
ワンダ・マキシモフ,doctor-strange-in-the-multiverse-of-madness-2022,ドクター・ストレンジ／マルチバース・オブ・マッドネス,Doctor Strange in the Multiverse of Madness,charlink-000050,legacy_seed,index.html:CHAR_LINKS
ヴィジョン,avengers-age-of-ultron-2015,アベンジャーズ／エイジ・オブ・ウルトロン,Avengers: Age of Ultron,charlink-000051,legacy_seed,index.html:CHAR_LINKS
ヴィジョン,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,Captain America: Civil War,charlink-000052,legacy_seed,index.html:CHAR_LINKS
ヴィジョン,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,Avengers: Infinity War,charlink-000053,legacy_seed,index.html:CHAR_LINKS
ヴィジョン,wandavision-2021,ワンダヴィジョン,WandaVision,charlink-000054,legacy_seed,index.html:CHAR_LINKS
ヴィジョン,visionquest-2026-10-14,"VisionQuest
（邦題未発表）",VisionQuest,charlink-000055,legacy_seed,index.html:CHAR_LINKS
サム・ウィルソン／キャプテン・アメリカ,captain-america-the-winter-soldier-2014,キャプテン・アメリカ／ウィンター・ソルジャー,Captain America: The Winter Soldier,charlink-000056,legacy_seed,index.html:CHAR_LINKS
サム・ウィルソン／キャプテン・アメリカ,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,Captain America: Civil War,charlink-000057,legacy_seed,index.html:CHAR_LINKS
サム・ウィルソン／キャプテン・アメリカ,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,Avengers: Infinity War,charlink-000058,legacy_seed,index.html:CHAR_LINKS
サム・ウィルソン／キャプテン・アメリカ,avengers-endgame-2019,アベンジャーズ／エンドゲーム,Avengers: Endgame,charlink-000059,legacy_seed,index.html:CHAR_LINKS
サム・ウィルソン／キャプテン・アメリカ,the-falcon-and-the-winter-soldier-2021,ファルコン＆ウィンター・ソルジャー,The Falcon and the Winter Soldier,charlink-000060,legacy_seed,index.html:CHAR_LINKS
サム・ウィルソン／キャプテン・アメリカ,captain-america-brave-new-world-2025,キャプテン・アメリカ：ブレイブ・ニュー・ワールド,Captain America: Brave New World,charlink-000061,legacy_seed,index.html:CHAR_LINKS
バッキー・バーンズ,captain-america-the-first-avenger-2011,キャプテン・アメリカ／ザ・ファースト・アベンジャー,Captain America: The First Avenger,charlink-000062,legacy_seed,index.html:CHAR_LINKS
バッキー・バーンズ,captain-america-the-winter-soldier-2014,キャプテン・アメリカ／ウィンター・ソルジャー,Captain America: The Winter Soldier,charlink-000063,legacy_seed,index.html:CHAR_LINKS
バッキー・バーンズ,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,Captain America: Civil War,charlink-000064,legacy_seed,index.html:CHAR_LINKS
バッキー・バーンズ,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,Avengers: Infinity War,charlink-000065,legacy_seed,index.html:CHAR_LINKS
バッキー・バーンズ,avengers-endgame-2019,アベンジャーズ／エンドゲーム,Avengers: Endgame,charlink-000066,legacy_seed,index.html:CHAR_LINKS
バッキー・バーンズ,the-falcon-and-the-winter-soldier-2021,ファルコン＆ウィンター・ソルジャー,The Falcon and the Winter Soldier,charlink-000067,legacy_seed,index.html:CHAR_LINKS
バッキー・バーンズ,thunderbolts-new-avengers-2025,サンダーボルツ*（ニュー・アベンジャーズ）,Thunderbolts* (New Avengers),charlink-000068,legacy_seed,index.html:CHAR_LINKS
イェレナ・ベロワ,black-widow-2021,ブラック・ウィドウ,Black Widow,charlink-000069,legacy_seed,index.html:CHAR_LINKS
イェレナ・ベロワ,hawkeye-2021,ホークアイ,Hawkeye,charlink-000070,legacy_seed,index.html:CHAR_LINKS
イェレナ・ベロワ,thunderbolts-new-avengers-2025,サンダーボルツ*（ニュー・アベンジャーズ）,Thunderbolts* (New Avengers),charlink-000071,legacy_seed,index.html:CHAR_LINKS
ロキ,thor-2011,マイティ・ソー,Thor,charlink-000072,legacy_seed,index.html:CHAR_LINKS
ロキ,the-avengers-2012,アベンジャーズ,The Avengers,charlink-000073,legacy_seed,index.html:CHAR_LINKS
ロキ,thor-the-dark-world-2013,マイティ・ソー／ダーク・ワールド,Thor: The Dark World,charlink-000074,legacy_seed,index.html:CHAR_LINKS
ロキ,thor-ragnarok-2017,マイティ・ソー バトルロイヤル,Thor: Ragnarok,charlink-000075,legacy_seed,index.html:CHAR_LINKS
ロキ,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,Avengers: Infinity War,charlink-000076,legacy_seed,index.html:CHAR_LINKS
ロキ,loki-s1-2021,ロキ シーズン1,Loki S1,charlink-000077,legacy_seed,index.html:CHAR_LINKS
ロキ,loki-s2-2023,ロキ シーズン2,Loki S2,charlink-000078,legacy_seed,index.html:CHAR_LINKS
ドクター・ストレンジ,doctor-strange-2016,ドクター・ストレンジ,Doctor Strange,charlink-000079,legacy_seed,index.html:CHAR_LINKS
ドクター・ストレンジ,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,Avengers: Infinity War,charlink-000080,legacy_seed,index.html:CHAR_LINKS
ドクター・ストレンジ,avengers-endgame-2019,アベンジャーズ／エンドゲーム,Avengers: Endgame,charlink-000081,legacy_seed,index.html:CHAR_LINKS
ドクター・ストレンジ,spider-man-no-way-home-2021,スパイダーマン：ノー・ウェイ・ホーム,Spider-Man: No Way Home,charlink-000082,legacy_seed,index.html:CHAR_LINKS
ドクター・ストレンジ,doctor-strange-in-the-multiverse-of-madness-2022,ドクター・ストレンジ／マルチバース・オブ・マッドネス,Doctor Strange in the Multiverse of Madness,charlink-000083,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（MCU）,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,Captain America: Civil War,charlink-000084,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（MCU）,spider-man-homecoming-2017,スパイダーマン：ホームカミング,Spider-Man: Homecoming,charlink-000085,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（MCU）,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,Avengers: Infinity War,charlink-000086,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（MCU）,avengers-endgame-2019,アベンジャーズ／エンドゲーム,Avengers: Endgame,charlink-000087,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（MCU）,spider-man-far-from-home-2019,スパイダーマン：ファー・フロム・ホーム,Spider-Man: Far From Home,charlink-000088,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（MCU）,spider-man-no-way-home-2021,スパイダーマン：ノー・ウェイ・ホーム,Spider-Man: No Way Home,charlink-000089,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（MCU）,spider-man-brand-new-day-2026-07-31,スパイダーマン：ブランド・ニュー・デイ,Spider-Man: Brand New Day,charlink-000090,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（ライミ版）,spider-man-2002,スパイダーマン,Spider-Man,charlink-000091,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（ライミ版）,spider-man-2-2004,スパイダーマン２,Spider-Man 2,charlink-000092,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（ライミ版）,spider-man-3-2007,スパイダーマン３,Spider-Man 3,charlink-000093,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（ライミ版）,spider-man-no-way-home-2021,スパイダーマン：ノー・ウェイ・ホーム,Spider-Man: No Way Home,charlink-000094,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（ウェブ版）,the-amazing-spider-man-2012,アメイジング・スパイダーマン,The Amazing Spider-Man,charlink-000095,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（ウェブ版）,the-amazing-spider-man-2-2014,アメイジング・スパイダーマン2,The Amazing Spider-Man 2,charlink-000096,legacy_seed,index.html:CHAR_LINKS
ピーター・パーカー／スパイダーマン（ウェブ版）,spider-man-no-way-home-2021,スパイダーマン：ノー・ウェイ・ホーム,Spider-Man: No Way Home,charlink-000097,legacy_seed,index.html:CHAR_LINKS
マット・マードック／デアデビル,daredevil-s1-2015,デアデビル S1,Daredevil S1,charlink-000098,legacy_seed,index.html:CHAR_LINKS
マット・マードック／デアデビル,daredevil-s2-2016,デアデビル S2,Daredevil S2,charlink-000099,legacy_seed,index.html:CHAR_LINKS
マット・マードック／デアデビル,the-defenders-2017,マーベル／ザ・ディフェンダーズ,The Defenders,charlink-000100,legacy_seed,index.html:CHAR_LINKS
マット・マードック／デアデビル,daredevil-s3-2018,デアデビル S3,Daredevil S3,charlink-000101,legacy_seed,index.html:CHAR_LINKS
マット・マードック／デアデビル,spider-man-no-way-home-2021,スパイダーマン：ノー・ウェイ・ホーム,Spider-Man: No Way Home,charlink-000102,legacy_seed,index.html:CHAR_LINKS
マット・マードック／デアデビル,she-hulk-attorney-at-law-2022,シー・ハルク：ザ・アトーニー,She-Hulk: Attorney at Law,charlink-000103,legacy_seed,index.html:CHAR_LINKS
マット・マードック／デアデビル,echo-2024,エコー,Echo,charlink-000104,legacy_seed,index.html:CHAR_LINKS
マット・マードック／デアデビル,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,Daredevil: Born Again S1,charlink-000105,legacy_seed,index.html:CHAR_LINKS
マット・マードック／デアデビル,daredevil-born-again-s2-2026,デアデビル：ボーン・アゲイン S2,Daredevil: Born Again S2,charlink-000106,legacy_seed,index.html:CHAR_LINKS
ウィルソン・フィスク／キングピン,daredevil-s1-2015,デアデビル S1,Daredevil S1,charlink-000107,legacy_seed,index.html:CHAR_LINKS
ウィルソン・フィスク／キングピン,daredevil-s2-2016,デアデビル S2,Daredevil S2,charlink-000108,legacy_seed,index.html:CHAR_LINKS
ウィルソン・フィスク／キングピン,daredevil-s3-2018,デアデビル S3,Daredevil S3,charlink-000109,legacy_seed,index.html:CHAR_LINKS
ウィルソン・フィスク／キングピン,hawkeye-2021,ホークアイ,Hawkeye,charlink-000110,legacy_seed,index.html:CHAR_LINKS
ウィルソン・フィスク／キングピン,echo-2024,エコー,Echo,charlink-000111,legacy_seed,index.html:CHAR_LINKS
ウィルソン・フィスク／キングピン,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,Daredevil: Born Again S1,charlink-000112,legacy_seed,index.html:CHAR_LINKS
ウィルソン・フィスク／キングピン,daredevil-born-again-s2-2026,デアデビル：ボーン・アゲイン S2,Daredevil: Born Again S2,charlink-000113,legacy_seed,index.html:CHAR_LINKS
フランク・キャッスル／パニッシャー,daredevil-s2-2016,デアデビル S2,Daredevil S2,charlink-000114,legacy_seed,index.html:CHAR_LINKS
フランク・キャッスル／パニッシャー,the-punisher-s1-2017,パニッシャー S1,The Punisher S1,charlink-000115,legacy_seed,index.html:CHAR_LINKS
フランク・キャッスル／パニッシャー,the-punisher-s2-2019,パニッシャー S2,The Punisher S2,charlink-000116,legacy_seed,index.html:CHAR_LINKS
フランク・キャッスル／パニッシャー,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,Daredevil: Born Again S1,charlink-000117,legacy_seed,index.html:CHAR_LINKS
フランク・キャッスル／パニッシャー,the-punisher-one-last-kill-2026-05-12,パニッシャー：ワン・ラスト・キル,The Punisher: One Last Kill,charlink-000118,legacy_seed,index.html:CHAR_LINKS
ウェイド・ウィルソン／デッドプール,deadpool-2016,デッドプール,Deadpool,charlink-000119,legacy_seed,index.html:CHAR_LINKS
ウェイド・ウィルソン／デッドプール,deadpool-2-2018,デッドプール2,Deadpool 2,charlink-000120,legacy_seed,index.html:CHAR_LINKS
ウェイド・ウィルソン／デッドプール,deadpool-wolverine-2024,デッドプール＆ウルヴァリン,Deadpool & Wolverine,charlink-000121,legacy_seed,index.html:CHAR_LINKS
ローガン／ウルヴァリン,x-men-2000,X-MEN,X-Men,charlink-000122,legacy_seed,index.html:CHAR_LINKS
ローガン／ウルヴァリン,x2-x-men-united-2003,X-MEN2,X2: X-Men United,charlink-000123,legacy_seed,index.html:CHAR_LINKS
ローガン／ウルヴァリン,x-men-the-last-stand-2006,X-MEN：ファイナル ディシジョン,X-Men: The Last Stand,charlink-000124,legacy_seed,index.html:CHAR_LINKS
ローガン／ウルヴァリン,x-men-origins-wolverine-2009,ウルヴァリン：X-MEN ZERO,X-Men Origins: Wolverine,charlink-000125,legacy_seed,index.html:CHAR_LINKS
ローガン／ウルヴァリン,the-wolverine-2013,ウルヴァリン：SAMURAI,The Wolverine,charlink-000126,legacy_seed,index.html:CHAR_LINKS
ローガン／ウルヴァリン,x-men-days-of-future-past-2014,X-MEN：フューチャー＆パスト,X-Men: Days of Future Past,charlink-000127,legacy_seed,index.html:CHAR_LINKS
ローガン／ウルヴァリン,logan-2017,LOGAN／ローガン,Logan,charlink-000128,legacy_seed,index.html:CHAR_LINKS
ローガン／ウルヴァリン,deadpool-wolverine-2024,デッドプール＆ウルヴァリン,Deadpool & Wolverine,charlink-000129,legacy_seed,index.html:CHAR_LINKS
キャロル・ダンヴァース／キャプテン・マーベル,captain-marvel-2019,キャプテン・マーベル,Captain Marvel,charlink-000130,legacy_seed,index.html:CHAR_LINKS
キャロル・ダンヴァース／キャプテン・マーベル,avengers-endgame-2019,アベンジャーズ／エンドゲーム,Avengers: Endgame,charlink-000131,legacy_seed,index.html:CHAR_LINKS
キャロル・ダンヴァース／キャプテン・マーベル,the-marvels-2023,マーベルズ,The Marvels,charlink-000132,legacy_seed,index.html:CHAR_LINKS
カマラ・カーン／ミズ・マーベル,ms-marvel-2022,ミズ・マーベル,Ms. Marvel,charlink-000133,legacy_seed,index.html:CHAR_LINKS
カマラ・カーン／ミズ・マーベル,the-marvels-2023,マーベルズ,The Marvels,charlink-000134,legacy_seed,index.html:CHAR_LINKS
モニカ・ランボー,captain-marvel-2019,キャプテン・マーベル,Captain Marvel,charlink-000135,legacy_seed,index.html:CHAR_LINKS
モニカ・ランボー,wandavision-2021,ワンダヴィジョン,WandaVision,charlink-000136,legacy_seed,index.html:CHAR_LINKS
モニカ・ランボー,the-marvels-2023,マーベルズ,The Marvels,charlink-000137,legacy_seed,index.html:CHAR_LINKS
シュリ／ブラックパンサー,black-panther-2018,ブラックパンサー,Black Panther,charlink-000138,legacy_seed,index.html:CHAR_LINKS
シュリ／ブラックパンサー,avengers-infinity-war-2018,アベンジャーズ／インフィニティ・ウォー,Avengers: Infinity War,charlink-000139,legacy_seed,index.html:CHAR_LINKS
シュリ／ブラックパンサー,avengers-endgame-2019,アベンジャーズ／エンドゲーム,Avengers: Endgame,charlink-000140,legacy_seed,index.html:CHAR_LINKS
シュリ／ブラックパンサー,black-panther-wakanda-forever-2022,ブラックパンサー／ワカンダ・フォーエバー,Black Panther: Wakanda Forever,charlink-000141,legacy_seed,index.html:CHAR_LINKS
リリ・ウィリアムズ／アイアンハート,black-panther-wakanda-forever-2022,ブラックパンサー／ワカンダ・フォーエバー,Black Panther: Wakanda Forever,charlink-000142,legacy_seed,index.html:CHAR_LINKS
リリ・ウィリアムズ／アイアンハート,ironheart-2025,アイアンハート,Ironheart,charlink-000143,legacy_seed,index.html:CHAR_LINKS
ケイト・ビショップ,hawkeye-2021,ホークアイ,Hawkeye,charlink-000144,legacy_seed,index.html:CHAR_LINKS
ケイト・ビショップ,the-marvels-2023,マーベルズ,The Marvels,charlink-000145,legacy_seed,index.html:CHAR_LINKS
アガサ・ハークネス,wandavision-2021,ワンダヴィジョン,WandaVision,charlink-000146,legacy_seed,index.html:CHAR_LINKS
アガサ・ハークネス,agatha-all-along-2024,アガサ・オール・アロング,Agatha All Along,charlink-000147,legacy_seed,index.html:CHAR_LINKS
リード・リチャーズ／ミスター・ファンタスティック,the-fantastic-four-first-steps-2025,ファンタスティック４：ファースト・ステップ,The Fantastic Four: First Steps,charlink-000148,legacy_seed,index.html:CHAR_LINKS
リード・リチャーズ／ミスター・ファンタスティック,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,Avengers: Doomsday,charlink-000149,legacy_seed,index.html:CHAR_LINKS
スー・ストーム／インビジブル・ウーマン,the-fantastic-four-first-steps-2025,ファンタスティック４：ファースト・ステップ,The Fantastic Four: First Steps,charlink-000150,legacy_seed,index.html:CHAR_LINKS
スー・ストーム／インビジブル・ウーマン,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,Avengers: Doomsday,charlink-000151,legacy_seed,index.html:CHAR_LINKS
ジョニー・ストーム／ヒューマン・トーチ,the-fantastic-four-first-steps-2025,ファンタスティック４：ファースト・ステップ,The Fantastic Four: First Steps,charlink-000152,legacy_seed,index.html:CHAR_LINKS
ジョニー・ストーム／ヒューマン・トーチ,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,Avengers: Doomsday,charlink-000153,legacy_seed,index.html:CHAR_LINKS
ベン・グリム／ザ・シング,the-fantastic-four-first-steps-2025,ファンタスティック４：ファースト・ステップ,The Fantastic Four: First Steps,charlink-000154,legacy_seed,index.html:CHAR_LINKS
ベン・グリム／ザ・シング,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,Avengers: Doomsday,charlink-000155,legacy_seed,index.html:CHAR_LINKS
